Id,SalePrice
1461,125971.00650000002
1462,159106.1085
1463,191217.60150000002
1464,206040.075
1465,193821.8715
1466,172405.10250000004
1467,181158.513
1468,166099.323
1469,181967.5125
1470,121983.48300000001
1471,192976.7985
1472,95766.72
1473,99778.095
1474,146795.7225
1475,109005.29400000001
1476,372357.80100000004
1477,255763.5255
1478,288457.14
1479,278613.9495
1480,506763.42150000005
1481,346148.9295
1482,217706.1555
1483,190117.4205
1484,177727.54950000002
1485,190092.528
1486,198947.9175
1487,338739.4905
1488,243961.3725
1489,205847.66400000002
1490,244184.61450000003
1491,199892.95200000002
1492,93757.58850000001
1493,170708.7345
1494,284127.24450000003
1495,271282.7025
1496,240868.551
1497,188474.57400000002
1498,177357.16350000002
1499,169608.14400000003
1500,174698.8275
1501,184258.62
1502,145740.8385
1503,276894.34500000003
1504,237053.073
1505,228335.33400000003
1506,179192.19750000004
1507,240788.4015
1508,212434.19400000002
1509,157950.40800000002
1510,149355.5805
1511,151789.03050000002
1512,171426.972
1513,139906.9425
1514,157682.68200000003
1515,191704.2795
1516,152146.446
1517,167956.26150000002
1518,126508.581
1519,219807.26400000002
1520,135989.3265
1521,135746.46000000002
1522,169354.5015
1523,122927.91600000001
1524,127915.542
1525,118172.841
1526,110802.05700000002
1527,103071.87899999999
1528,139150.8885
1529,159190.371
1530,173367.96000000002
1531,109825.49100000001
1532,99781.57650000002
1533,148611.2625
1534,128829.7575
1535,157158.97950000002
1536,114294.7875
1537,61600.66050000001
1538,161479.85850000003
1539,194939.31750000003
1540,99848.334
1541,136150.146
1542,145208.48700000002
1543,201635.6625
1544,85009.686
1545,112641.3495
1546,140506.32
1547,142343.86200000002
1548,142346.5965
1549,123046.44
1550,142028.89500000002
1551,111706.71300000002
1552,141869.13900000002
1553,161954.9565
1554,112964.53050000001
1555,164592.534
1556,93788.8725
1557,108207.183
1558,101352.582
1559,81907.51800000001
1560,149018.7765
1561,128222.92050000001
1562,135739.69950000002
1563,120986.75100000002
1564,160425.4455
1565,149814.90000000002
1566,233785.57800000004
1567,72218.94900000001
1568,237321.30150000003
1569,152053.233
1570,139463.93850000002
1571,125010.85500000001
1572,146547.579
1573,228015.6645
1574,110363.48250000001
1575,210705.294
1576,245144.1135
1577,196267.79700000002
1578,146886.714
1579,149591.121
1580,193632.9285
1581,153058.458
1582,128638.39650000002
1583,315011.2785
1584,229929.93600000002
1585,143759.47950000002
1586,69463.512
1587,93315.429
1588,147950.8035
1589,99642.83550000002
1590,130532.3175
1591,93531.933
1592,117943.63050000001
1593,132284.67750000002
1594,128569.1655
1595,115556.64600000001
1596,228798.024
1597,192215.6985
1598,228936.54750000002
1599,162448.278
1600,164712.6345
1601,61489.60050000001
1602,117362.9985
1603,78951.1815
1604,267905.058
1605,231995.469
1606,171757.9605
1607,167170.71300000002
1608,215869.74000000002
1609,191978.35200000004
1610,162713.076
1611,135700.293
1612,166944.315
1613,168597.225
1614,129597.52800000002
1615,91917.891
1616,73854.54000000001
1617,94581.372
1618,126806.15850000002
1619,143119.11000000002
1620,149848.3575
1621,143566.6845
1622,138456.42750000002
1623,264147.43500000006
1624,214617.744
1625,123994.611
1626,156572.2215
1627,190990.17750000002
1628,273610.113
1629,188976.0645
1630,343828.00800000003
1631,221504.34000000003
1632,245993.41050000003
1633,178216.005
1634,186856.48200000002
1635,179958.477
1636,154452.4785
1637,203507.95200000002
1638,183351.22500000003
1639,184796.0055
1640,246599.66550000003
1641,167794.14
1642,240567.90300000005
1643,224591.46750000003
1644,239277.10350000003
1645,204912.29850000003
1646,160149.255
1647,153014.724
1648,132162.31650000002
1649,139906.79700000002
1650,112497.36300000001
1651,118013.51700000002
1652,94972.29900000001
1653,105251.17650000002
1654,145666.14150000003
1655,144527.05800000002
1656,142050.204
1657,149278.59300000002
1658,146271.291
1659,120789.78150000001
1660,157793.679
1661,432830.20650000003
1662,391938.108
1663,376567.965
1664,475297.623
1665,307235.2095
1666,302815.995
1667,394774.596
1668,339455.3535
1669,311753.56200000003
1670,345326.88600000006
1671,258341.34450000004
1672,422243.4
1673,299641.755
1674,249750.91650000002
1675,207405.81600000002
1676,201319.896
1677,221503.6485
1678,422843.63700000005
1679,374032.70100000006
1680,329507.082
1681,248190.60000000003
1682,289400.319
1683,186174.1605
1684,187925.93550000002
1685,187288.239
1686,183657.6255
1687,172301.5425
1688,199871.808
1689,200682.75300000003
1690,203037.6855
1691,184844.9565
1692,253444.3185
1693,183178.4325
1694,186812.757
1695,167717.646
1696,275368.056
1697,176868.62250000003
1698,344792.9925
1699,319423.92000000004
1700,243626.892
1701,248974.383
1702,252540.84600000002
1703,257466.94350000002
1704,284169.23850000004
1705,233988.2055
1706,354416.0385
1707,223407.49949999998
1708,212346.4665
1709,282537.39900000003
1710,238530.56850000002
1711,274338.2505
1712,267851.2515
1713,287545.14
1714,231871.782
1715,211399.29
1716,194858.16
1717,184938.3765
1718,150497.88150000002
1719,205626.21900000004
1720,247540.55400000003
1721,172987.464
1722,129135.738
1723,158347.4895
1724,226978.80150000003
1725,233635.911
1726,197089.113
1727,160294.51950000002
1728,182555.80950000003
1729,173657.7465
1730,148777.767
1731,117637.85700000002
1732,131821.2375
1733,116693.316
1734,118717.63050000001
1735,126557.22450000001
1736,118939.64850000001
1737,293137.55700000003
1738,239253.98400000003
1739,242359.5885
1740,242238.033
1741,196953.4365
1742,179739.20400000003
1743,182840.19150000002
1744,285558.426
1745,214398.2805
1746,170671.6155
1747,229356.83700000003
1748,223795.16250000003
1749,152988.3825
1750,119914.56599999999
1751,233273.72100000002
1752,121341.81300000002
1753,146847.609
1754,186952.0605
1755,163578.4095
1756,132458.1495
1757,121999.82850000002
1758,143792.1
1759,163058.20200000002
1760,168734.2305
1761,140611.872
1762,180805.8285
1763,170905.36650000003
1764,117545.81700000001
1765,149285.2125
1766,184147.98750000002
1767,220574.53350000002
1768,147739.644
1769,166901.35499999998
1770,146586.0015
1771,130224.183
1772,138391.91700000002
1773,134332.4715
1774,136184.24250000002
1775,139115.92500000002
1776,132456.4665
1777,119762.68500000001
1778,136898.598
1779,118809.3825
1780,179456.6115
1781,129501.546
1782,91890.96750000001
1783,144368.58150000003
1784,110088.00900000002
1785,125476.36499999999
1786,140319.4155
1787,161478.5775
1788,58224.694500000005
1789,96920.259
1790,76199.97300000001
1791,164810.86800000002
1792,162858.489
1793,127927.8795
1794,150488.18250000002
1795,132743.76
1796,119870.91600000001
1797,111904.35900000001
1798,127847.259
1799,119145.3825
1800,135993.58800000002
1801,135303.429
1802,126539.49300000002
1803,147105.249
1804,144991.155
1805,138043.3005
1806,126312.95250000001
1807,139353.17250000002
1808,116796.00300000001
1809,125294.3295
1810,141858.6405
1811,102635.37150000001
1812,103365.53400000001
1813,125885.25450000001
1814,99303.6735
1815,54397.21650000001
1816,99937.15200000002
1817,118643.9385
1818,148546.8495
1819,128275.19700000001
1820,56187.31350000001
1821,109432.78350000002
1822,153108.06
1823,47025.1335
1824,135119.3475
1825,138986.13450000001
1826,112485.4425
1827,100419.94950000002
1828,145672.28250000003
1829,118410.1275
1830,151412.343
1831,142807.623
1832,79194.74250000001
1833,137730.58650000003
1834,119026.38300000002
1835,134564.67750000002
1836,135388.00350000002
1837,90978.72
1838,132932.895
1839,88000.6305
1840,131376.3615
1841,134853.585
1842,88550.68800000001
1843,129026.0775
1844,135429.4965
1845,144167.3745
1846,158927.112
1847,168259.6335
1848,54703.53600000001
1849,109776.66
1850,116347.09500000002
1851,158914.8255
1852,122072.607
1853,132049.52250000002
1854,168516.2445
1855,155989.35450000002
1856,211087.6335
1857,148932.55950000003
1858,132157.7955
1859,109437.315
1860,145328.1525
1861,111169.25100000002
1862,261903.24000000002
1863,250016.5455
1864,250032.69600000003
1865,312292.99950000003
1866,326085.17699999997
1867,238126.2705
1868,286567.155
1869,211834.4715
1870,227247.40350000001
1871,248966.5425
1872,180799.29450000002
1873,254136.64200000002
1874,156282.36750000002
1875,198284.05950000003
1876,202454.22600000002
1877,210539.5695
1878,207079.69650000002
1879,126917.178
1880,138753.5655
1881,248871.60750000004
1882,246307.30800000002
1883,192096.49500000002
1884,208243.9965
1885,223573.41900000002
1886,263511.81600000005
1887,208781.13150000002
1888,287139.81000000006
1889,170199.9915
1890,117581.337
1891,140259.5505
1892,103135.3425
